
model,link,test_size,accuracy_with_pdr_and_rssi,accuracy_with_pdr,accuracy_with_rssi
LogReg,41===45,0.25,1.0,1.0,0.9875
LSVM,41===45,0.25,1.0,1.0,0.925
SVM,41===45,0.25,1.0,1.0,0.9875
RF,41===45,0.25,1.0,1.0,1.0
LogReg,41===44,0.25,1.0,1.0,1.0
LSVM,41===44,0.25,1.0,1.0,1.0
SVM,41===44,0.25,1.0,1.0,1.0
RF,41===44,0.25,1.0,1.0,1.0
LogReg,41===16,0.25,1.0,1.0,1.0
LSVM,41===16,0.25,1.0,1.0,1.0
SVM,41===16,0.25,1.0,1.0,1.0
RF,41===16,0.25,1.0,1.0,1.0
LogReg,41===11,0.25,1.0,1.0,0.9125
LSVM,41===11,0.25,1.0,1.0,0.975
SVM,41===11,0.25,1.0,1.0,0.9875
RF,41===11,0.25,1.0,1.0,1.0
LogReg,41===34,0.25,0.9466666666666667,0.9333333333333333,1.0
LSVM,41===34,0.25,0.9333333333333333,0.9866666666666667,1.0
SVM,41===34,0.25,0.9866666666666667,0.9466666666666667,1.0
RF,41===34,0.25,0.9733333333333334,0.9733333333333334,1.0
LogReg,41===17,0.25,0.9076923076923077,0.9076923076923077,1.0
LSVM,41===17,0.25,0.9230769230769231,0.9538461538461539,1.0
SVM,41===17,0.25,0.9230769230769231,0.9076923076923077,1.0
RF,41===17,0.25,0.9384615384615385,1.0,1.0
LogReg,41===20,0.25,1.0,0.9545454545454546,1.0
LSVM,41===20,0.25,1.0,0.9545454545454546,1.0
SVM,41===20,0.25,1.0,1.0,1.0
RF,41===20,0.25,1.0,1.0,1.0
LogReg,42===18,0.25,0.9545454545454546,0.8181818181818182,1.0
LSVM,42===18,0.25,0.9545454545454546,0.9545454545454546,1.0
SVM,42===18,0.25,0.9545454545454546,0.9090909090909091,1.0
RF,42===18,0.25,1.0,1.0,1.0
LogReg,42===7,0.25,1.0,1.0,1.0
LSVM,42===7,0.25,1.0,1.0,1.0
SVM,42===7,0.25,1.0,1.0,1.0
RF,42===7,0.25,1.0,1.0,1.0
LogReg,42===28,0.25,0.975,0.95,0.9625
LSVM,42===28,0.25,0.925,0.975,0.95
SVM,42===28,0.25,0.9375,0.975,0.975
RF,42===28,0.25,0.9625,1.0,1.0
LogReg,42===12,0.25,1.0,0.9875,1.0
LSVM,42===12,0.25,1.0,0.9875,1.0
SVM,42===12,0.25,0.9875,1.0,1.0
RF,42===12,0.25,0.975,1.0,1.0
LogReg,42===48,0.25,0.8478260869565217,0.8043478260869565,1.0
LSVM,42===48,0.25,0.8695652173913043,0.8913043478260869,1.0
SVM,42===48,0.25,0.8478260869565217,0.8913043478260869,1.0
RF,42===48,0.25,0.9782608695652174,0.9782608695652174,1.0
LogReg,42===35,0.25,0.96875,0.9375,1.0
LSVM,42===35,0.25,0.96875,0.90625,1.0
SVM,42===35,0.25,0.9375,0.96875,1.0
RF,42===35,0.25,1.0,0.96875,1.0
LogReg,42===0,0.25,0.9875,1.0,1.0
LSVM,42===0,0.25,0.975,1.0,1.0
SVM,42===0,0.25,0.9875,0.9875,1.0
RF,42===0,0.25,0.9875,0.9875,1.0
LogReg,42===37,0.25,0.9655172413793104,0.9655172413793104,1.0
LSVM,42===37,0.25,0.9655172413793104,0.9310344827586207,1.0
SVM,42===37,0.25,0.9827586206896551,0.8793103448275862,1.0
RF,42===37,0.25,1.0,0.9827586206896551,1.0
LogReg,42===49,0.25,1.0,0.8888888888888888,1.0
LSVM,42===49,0.25,0.8888888888888888,0.8333333333333334,1.0
SVM,42===49,0.25,1.0,0.8333333333333334,1.0
RF,42===49,0.25,1.0,1.0,1.0
LogReg,43===47,0.25,0.9466666666666667,0.92,1.0
LSVM,43===47,0.25,0.96,0.9866666666666667,1.0
SVM,43===47,0.25,0.96,0.9466666666666667,1.0
RF,43===47,0.25,1.0,1.0,1.0
LogReg,43===22,0.25,0.8571428571428571,0.7142857142857143,1.0
LSVM,43===22,0.25,0.9047619047619048,0.9047619047619048,1.0
SVM,43===22,0.25,0.9523809523809523,0.8095238095238095,1.0
RF,43===22,0.25,0.9523809523809523,0.9523809523809523,1.0
LogReg,43===6,0.25,0.9066666666666666,0.9066666666666666,1.0
LSVM,43===6,0.25,0.92,0.88,1.0
SVM,43===6,0.25,0.88,0.92,1.0
RF,43===6,0.25,0.9466666666666667,0.9733333333333334,1.0
LogReg,43===14,0.25,0.9875,0.975,0.95
LSVM,43===14,0.25,0.975,1.0,0.9375
SVM,43===14,0.25,0.975,1.0,1.0
RF,43===14,0.25,1.0,1.0,1.0
LogReg,43===21,0.25,1.0,0.9,1.0
LSVM,43===21,0.25,1.0,1.0,1.0
SVM,43===21,0.25,1.0,0.9,1.0
RF,43===21,0.25,1.0,1.0,1.0
LogReg,43===37,0.25,1.0,0.5714285714285714,1.0
LSVM,43===37,0.25,1.0,0.8571428571428571,1.0
SVM,43===37,0.25,1.0,1.0,1.0
RF,43===37,0.25,1.0,1.0,1.0
LogReg,43===49,0.25,0.925,0.95,1.0
LSVM,43===49,0.25,0.925,0.975,1.0
SVM,43===49,0.25,0.9375,0.9375,1.0
RF,43===49,0.25,0.9875,1.0,1.0
LogReg,43===33,0.25,1.0,1.0,1.0
LSVM,43===33,0.25,1.0,1.0,1.0
SVM,43===33,0.25,1.0,1.0,1.0
RF,43===33,0.25,1.0,1.0,1.0
LogReg,43===13,0.25,1.0,1.0,0.9625
LSVM,43===13,0.25,1.0,1.0,0.9375
SVM,43===13,0.25,1.0,1.0,0.9875
RF,43===13,0.25,1.0,1.0,0.9875
LogReg,44===7,0.25,1.0,1.0,1.0
LSVM,44===7,0.25,1.0,1.0,1.0
SVM,44===7,0.25,1.0,1.0,1.0
RF,44===7,0.25,1.0,1.0,1.0
LogReg,44===48,0.25,1.0,1.0,1.0
LSVM,44===48,0.25,1.0,0.9090909090909091,1.0
SVM,44===48,0.25,1.0,0.7272727272727273,1.0
RF,44===48,0.25,1.0,1.0,1.0
LogReg,44===46,0.25,1.0,1.0,1.0
LSVM,44===46,0.25,1.0,1.0,1.0
SVM,44===46,0.25,1.0,1.0,1.0
RF,44===46,0.25,1.0,1.0,1.0
LogReg,44===5,0.25,1.0,1.0,1.0
LSVM,44===5,0.25,0.9873417721518988,1.0,1.0
SVM,44===5,0.25,1.0,1.0,1.0
RF,44===5,0.25,1.0,1.0,1.0
LogReg,44===19,0.25,0.8923076923076924,0.9384615384615385,1.0
LSVM,44===19,0.25,0.8769230769230769,0.9384615384615385,1.0
SVM,44===19,0.25,0.9692307692307692,0.8461538461538461,1.0
RF,44===19,0.25,0.9846153846153847,0.9384615384615385,1.0
LogReg,44===40,0.25,1.0,1.0,1.0
LSVM,44===40,0.25,1.0,1.0,1.0
SVM,44===40,0.25,1.0,1.0,1.0
RF,44===40,0.25,1.0,1.0,1.0
LogReg,44===31,0.25,0.975,1.0,1.0
LSVM,44===31,0.25,0.975,0.9875,1.0
SVM,44===31,0.25,0.9875,0.9875,1.0
RF,44===31,0.25,0.9625,1.0,1.0
LogReg,44===45,0.25,1.0,1.0,1.0
LSVM,44===45,0.25,1.0,1.0,1.0
SVM,44===45,0.25,1.0,1.0,1.0
RF,44===45,0.25,1.0,1.0,1.0
LogReg,44===41,0.25,1.0,1.0,1.0
LSVM,44===41,0.25,1.0,1.0,1.0
SVM,44===41,0.25,1.0,1.0,1.0
RF,44===41,0.25,1.0,1.0,1.0
LogReg,44===16,0.25,0.90625,0.90625,1.0
LSVM,44===16,0.25,0.84375,0.90625,1.0
SVM,44===16,0.25,0.875,0.84375,1.0
RF,44===16,0.25,0.90625,0.9375,1.0
LogReg,44===11,0.25,1.0,1.0,1.0
LSVM,44===11,0.25,1.0,1.0,1.0
SVM,44===11,0.25,1.0,1.0,1.0
RF,44===11,0.25,1.0,1.0,1.0
LogReg,44===34,0.25,0.975,0.9625,1.0
LSVM,44===34,0.25,0.9875,0.9625,1.0
SVM,44===34,0.25,0.9625,0.975,1.0
RF,44===34,0.25,0.9625,1.0,1.0
LogReg,44===17,0.25,0.9625,0.9875,1.0
LSVM,44===17,0.25,0.9875,0.9625,1.0
SVM,44===17,0.25,0.9875,0.975,1.0
RF,44===17,0.25,0.9875,1.0,1.0
LogReg,44===20,0.25,0.918918918918919,0.8378378378378378,1.0
LSVM,44===20,0.25,0.9054054054054054,0.8783783783783784,1.0
SVM,44===20,0.25,0.918918918918919,0.8918918918918919,1.0
RF,44===20,0.25,0.972972972972973,1.0,1.0
LogReg,45===5,0.25,0.8783783783783784,0.8378378378378378,1.0
LSVM,45===5,0.25,0.8513513513513513,0.9594594594594594,1.0
SVM,45===5,0.25,0.8783783783783784,0.8783783783783784,1.0
RF,45===5,0.25,0.972972972972973,0.972972972972973,1.0
LogReg,45===40,0.25,0.9625,0.95,0.9625
LSVM,45===40,0.25,0.9,0.9625,0.95
SVM,45===40,0.25,0.9625,0.9875,1.0
RF,45===40,0.25,1.0,1.0,0.9875
LogReg,45===31,0.25,0.96,0.96,1.0
LSVM,45===31,0.25,0.9333333333333333,0.9333333333333333,1.0
SVM,45===31,0.25,0.9733333333333334,0.9466666666666667,1.0
RF,45===31,0.25,1.0,1.0,1.0
LogReg,45===44,0.25,0.9875,1.0,0.9875
LSVM,45===44,0.25,0.9875,0.9875,0.9875
SVM,45===44,0.25,0.9875,0.9875,0.9875
RF,45===44,0.25,0.9875,0.9875,1.0
LogReg,45===41,0.25,1.0,1.0,0.9
LSVM,45===41,0.25,1.0,1.0,0.875
SVM,45===41,0.25,1.0,1.0,0.9625
RF,45===41,0.25,1.0,1.0,0.9875
LogReg,45===11,0.25,0.975,1.0,1.0
LSVM,45===11,0.25,0.9875,0.9875,1.0
SVM,45===11,0.25,1.0,0.975,1.0
RF,45===11,0.25,0.9875,0.9875,1.0
LogReg,45===34,0.25,1.0,1.0,1.0
LSVM,45===34,0.25,1.0,1.0,1.0
SVM,45===34,0.25,1.0,1.0,1.0
RF,45===34,0.25,1.0,1.0,1.0
LogReg,45===17,0.25,1.0,1.0,1.0
LSVM,45===17,0.25,0.8780487804878049,0.9512195121951219,1.0
SVM,45===17,0.25,1.0,0.926829268292683,1.0
RF,45===17,0.25,1.0,1.0,1.0
LogReg,45===39,0.25,0.9705882352941176,0.9264705882352942,1.0
LSVM,45===39,0.25,0.9705882352941176,0.9558823529411765,1.0
SVM,45===39,0.25,0.9705882352941176,0.9558823529411765,1.0
RF,45===39,0.25,1.0,1.0,1.0
LogReg,45===36,0.25,0.9807692307692307,0.9230769230769231,1.0
LSVM,45===36,0.25,0.9615384615384616,0.9038461538461539,1.0
SVM,45===36,0.25,0.9807692307692307,0.9038461538461539,1.0
RF,45===36,0.25,1.0,1.0,1.0
LogReg,46===47,0.25,0.9875,0.9875,1.0
LSVM,46===47,0.25,1.0,1.0,1.0
SVM,46===47,0.25,1.0,0.9875,1.0
RF,46===47,0.25,1.0,1.0,1.0
LogReg,46===5,0.25,0.9875,1.0,0.95
LSVM,46===5,0.25,0.9875,0.9875,0.9375
SVM,46===5,0.25,0.975,1.0,1.0
RF,46===5,0.25,0.975,1.0,0.9875
LogReg,46===30,0.25,0.9493670886075949,0.9620253164556962,1.0
LSVM,46===30,0.25,0.9746835443037974,0.9873417721518988,1.0
SVM,46===30,0.25,0.9367088607594937,0.9493670886075949,1.0
RF,46===30,0.25,0.9873417721518988,0.9746835443037974,1.0
LogReg,46===26,0.25,1.0,1.0,1.0
LSVM,46===26,0.25,1.0,1.0,1.0
SVM,46===26,0.25,1.0,1.0,1.0
RF,46===26,0.25,1.0,1.0,1.0
LogReg,46===22,0.25,0.9178082191780822,0.9315068493150684,1.0
LSVM,46===22,0.25,0.958904109589041,0.9315068493150684,1.0
SVM,46===22,0.25,0.9452054794520548,0.9726027397260274,1.0
RF,46===22,0.25,0.9726027397260274,1.0,1.0
LogReg,46===6,0.25,1.0,1.0,1.0
LSVM,46===6,0.25,1.0,0.8888888888888888,1.0
SVM,46===6,0.25,1.0,0.7222222222222222,1.0
RF,46===6,0.25,1.0,0.8888888888888888,1.0
LogReg,46===14,0.25,1.0,1.0,1.0
LSVM,46===14,0.25,1.0,1.0,1.0
SVM,46===14,0.25,1.0,1.0,1.0
RF,46===14,0.25,1.0,1.0,1.0
LogReg,46===19,0.25,0.95,0.9875,0.875
LSVM,46===19,0.25,0.9,0.9875,0.9
SVM,46===19,0.25,0.975,0.9875,0.9625
RF,46===19,0.25,0.975,1.0,0.9875
LogReg,46===21,0.25,0.8648648648648649,0.7837837837837838,1.0
LSVM,46===21,0.25,0.8918918918918919,0.7837837837837838,1.0
SVM,46===21,0.25,0.8918918918918919,0.8108108108108109,1.0
RF,46===21,0.25,1.0,1.0,1.0
LogReg,46===40,0.25,1.0,0.8363636363636363,1.0
LSVM,46===40,0.25,1.0,0.9272727272727272,1.0
SVM,46===40,0.25,1.0,0.9272727272727272,1.0
RF,46===40,0.25,1.0,0.9818181818181818,1.0
LogReg,46===31,0.25,1.0,1.0,1.0
LSVM,46===31,0.25,0.975,0.975,1.0
SVM,46===31,0.25,1.0,0.9875,1.0
RF,46===31,0.25,0.975,0.9875,1.0
LogReg,46===41,0.25,1.0,0.9473684210526315,1.0
LSVM,46===41,0.25,0.8947368421052632,0.8947368421052632,1.0
SVM,46===41,0.25,1.0,0.8421052631578947,1.0
RF,46===41,0.25,1.0,1.0,1.0
LogReg,46===16,0.25,1.0,0.9875,1.0
LSVM,46===16,0.25,1.0,1.0,1.0
SVM,46===16,0.25,1.0,1.0,1.0
RF,46===16,0.25,1.0,1.0,1.0
LogReg,46===1,0.25,0.88,0.8933333333333333,1.0
LSVM,46===1,0.25,0.8133333333333334,0.96,1.0
SVM,46===1,0.25,0.92,0.8533333333333334,1.0
RF,46===1,0.25,0.9466666666666667,0.9866666666666667,1.0
LogReg,47===46,0.25,0.9625,0.95,1.0
LSVM,47===46,0.25,0.975,0.975,1.0
SVM,47===46,0.25,0.9875,1.0,1.0
RF,47===46,0.25,0.9875,0.9875,1.0
LogReg,47===5,0.25,0.9875,0.9625,1.0
LSVM,47===5,0.25,0.95,0.9625,1.0
SVM,47===5,0.25,0.95,0.925,1.0
RF,47===5,0.25,0.9875,1.0,1.0
LogReg,47===30,0.25,0.9871794871794872,1.0,1.0
LSVM,47===30,0.25,0.9871794871794872,0.9871794871794872,1.0
SVM,47===30,0.25,0.9871794871794872,1.0,1.0
RF,47===30,0.25,1.0,1.0,1.0
LogReg,47===26,0.25,1.0,1.0,1.0
LSVM,47===26,0.25,1.0,1.0,1.0
SVM,47===26,0.25,1.0,1.0,1.0
RF,47===26,0.25,1.0,1.0,1.0
LogReg,47===22,0.25,1.0,1.0,1.0
LSVM,47===22,0.25,1.0,0.9875,0.9875
SVM,47===22,0.25,0.9875,1.0,1.0
RF,47===22,0.25,1.0,1.0,1.0
LogReg,47===6,0.25,1.0,1.0,1.0
LSVM,47===6,0.25,1.0,1.0,1.0
SVM,47===6,0.25,1.0,1.0,1.0
RF,47===6,0.25,1.0,1.0,1.0
LogReg,47===14,0.25,1.0,1.0,1.0
LSVM,47===14,0.25,1.0,1.0,1.0
SVM,47===14,0.25,1.0,1.0,1.0
RF,47===14,0.25,1.0,1.0,1.0
LogReg,47===19,0.25,0.8571428571428571,0.9642857142857143,1.0
LSVM,47===19,0.25,0.8214285714285714,0.9285714285714286,1.0
SVM,47===19,0.25,0.8571428571428571,0.8928571428571429,1.0
RF,47===19,0.25,1.0,1.0,1.0
LogReg,47===21,0.25,1.0,1.0,1.0
LSVM,47===21,0.25,1.0,1.0,1.0
SVM,47===21,0.25,1.0,1.0,1.0
RF,47===21,0.25,1.0,1.0,1.0
LogReg,47===27,0.25,0.85,0.8,1.0
LSVM,47===27,0.25,0.85,0.9,1.0
SVM,47===27,0.25,0.8833333333333333,0.9166666666666666,1.0
RF,47===27,0.25,1.0,0.9833333333333333,1.0
LogReg,47===15,0.25,1.0,1.0,1.0
LSVM,47===15,0.25,1.0,1.0,1.0
SVM,47===15,0.25,1.0,1.0,1.0
RF,47===15,0.25,1.0,1.0,1.0
LogReg,47===2,0.25,0.9625,0.95,1.0
LSVM,47===2,0.25,0.975,0.95,1.0
SVM,47===2,0.25,0.9875,0.975,1.0
RF,47===2,0.25,0.975,0.9875,1.0
LogReg,47===31,0.25,1.0,0.9857142857142858,1.0
LSVM,47===31,0.25,0.9857142857142858,1.0,1.0
SVM,47===31,0.25,0.9857142857142858,0.9714285714285714,1.0
RF,47===31,0.25,0.9857142857142858,1.0,1.0
LogReg,47===1,0.25,0.9868421052631579,0.9868421052631579,1.0
LSVM,47===1,0.25,0.9342105263157895,0.9605263157894737,1.0
SVM,47===1,0.25,0.9605263157894737,0.9605263157894737,1.0
RF,47===1,0.25,1.0,1.0,1.0
LogReg,47===43,0.25,0.8933333333333333,0.9733333333333334,1.0
LSVM,47===43,0.25,0.8666666666666667,0.9333333333333333,1.0
SVM,47===43,0.25,0.9333333333333333,0.9466666666666667,1.0
RF,47===43,0.25,0.96,1.0,1.0
LogReg,47===33,0.25,1.0,1.0,1.0
LSVM,47===33,0.25,1.0,1.0,1.0
SVM,47===33,0.25,1.0,1.0,1.0
RF,47===33,0.25,1.0,1.0,1.0
LogReg,47===13,0.25,0.9607843137254902,0.8235294117647058,1.0
LSVM,47===13,0.25,0.9607843137254902,0.8823529411764706,1.0
SVM,47===13,0.25,0.9215686274509803,0.8235294117647058,1.0
RF,47===13,0.25,1.0,0.9607843137254902,1.0
LogReg,48===18,0.25,1.0,1.0,1.0
LSVM,48===18,0.25,1.0,1.0,1.0
SVM,48===18,0.25,1.0,1.0,1.0
RF,48===18,0.25,1.0,1.0,1.0
LogReg,48===7,0.25,1.0,1.0,1.0
LSVM,48===7,0.25,1.0,1.0,1.0
SVM,48===7,0.25,1.0,1.0,1.0
RF,48===7,0.25,1.0,1.0,1.0
LogReg,48===42,0.25,0.8928571428571429,0.8571428571428571,1.0
LSVM,48===42,0.25,0.7857142857142857,0.8928571428571429,1.0
SVM,48===42,0.25,0.9107142857142857,0.8571428571428571,1.0
RF,48===42,0.25,1.0,0.9464285714285714,1.0
LogReg,48===28,0.25,0.9871794871794872,0.9615384615384616,1.0
LSVM,48===28,0.25,0.9871794871794872,0.9871794871794872,1.0
SVM,48===28,0.25,0.9743589743589743,0.9743589743589743,1.0
RF,48===28,0.25,1.0,1.0,1.0
LogReg,48===12,0.25,0.975,0.975,1.0
LSVM,48===12,0.25,0.9625,1.0,1.0
SVM,48===12,0.25,0.975,0.975,1.0
RF,48===12,0.25,0.95,1.0,1.0
LogReg,48===35,0.25,1.0,0.96875,1.0
LSVM,48===35,0.25,0.9375,1.0,1.0
SVM,48===35,0.25,1.0,1.0,1.0
RF,48===35,0.25,0.9375,1.0,1.0
LogReg,48===44,0.25,1.0,0.75,1.0
LSVM,48===44,0.25,1.0,0.6666666666666666,1.0
SVM,48===44,0.25,1.0,0.9166666666666666,1.0
RF,48===44,0.25,1.0,1.0,1.0
LogReg,48===11,0.25,1.0,0.9347826086956522,1.0
LSVM,48===11,0.25,1.0,0.9565217391304348,1.0
SVM,48===11,0.25,1.0,0.9347826086956522,1.0
RF,48===11,0.25,1.0,1.0,1.0
LogReg,48===17,0.25,1.0,1.0,1.0
LSVM,48===17,0.25,1.0,1.0,1.0
SVM,48===17,0.25,0.9868421052631579,1.0,1.0
RF,48===17,0.25,0.9868421052631579,1.0,1.0
LogReg,48===0,0.25,1.0,0.975,1.0
LSVM,48===0,0.25,0.9625,0.975,0.9625
SVM,48===0,0.25,0.9625,0.975,1.0
RF,48===0,0.25,0.9625,0.9875,1.0
LogReg,48===20,0.25,0.9375,0.975,0.9125
LSVM,48===20,0.25,0.975,0.9875,0.925
SVM,48===20,0.25,0.95,0.975,1.0
RF,48===20,0.25,0.95,0.975,1.0
LogReg,49===42,0.25,1.0,0.9259259259259259,1.0
LSVM,49===42,0.25,1.0,0.9629629629629629,1.0
SVM,49===42,0.25,1.0,0.8888888888888888,1.0
RF,49===42,0.25,1.0,1.0,1.0
LogReg,49===28,0.25,0.9625,1.0,1.0
LSVM,49===28,0.25,0.9875,0.975,1.0
SVM,49===28,0.25,0.975,0.9875,1.0
RF,49===28,0.25,0.975,1.0,1.0
LogReg,49===12,0.25,0.9594594594594594,0.918918918918919,1.0
LSVM,49===12,0.25,0.918918918918919,0.9459459459459459,1.0
SVM,49===12,0.25,0.9594594594594594,0.9594594594594594,1.0
RF,49===12,0.25,0.972972972972973,0.9594594594594594,1.0
LogReg,49===14,0.25,1.0,0.9,1.0
LSVM,49===14,0.25,1.0,1.0,1.0
SVM,49===14,0.25,1.0,0.8,1.0
RF,49===14,0.25,1.0,1.0,1.0
LogReg,49===43,0.25,1.0,1.0,1.0
LSVM,49===43,0.25,1.0,1.0,1.0
SVM,49===43,0.25,1.0,1.0,1.0
RF,49===43,0.25,1.0,1.0,1.0
LogReg,49===0,0.25,1.0,0.7272727272727273,1.0
LSVM,49===0,0.25,1.0,0.8181818181818182,1.0
SVM,49===0,0.25,1.0,1.0,1.0
RF,49===0,0.25,1.0,0.9090909090909091,1.0
LogReg,49===37,0.25,1.0,1.0,1.0
LSVM,49===37,0.25,0.9375,1.0,1.0
SVM,49===37,0.25,1.0,1.0,1.0
RF,49===37,0.25,1.0,1.0,0.9875
LogReg,49===33,0.25,1.0,1.0,0.95
LSVM,49===33,0.25,1.0,1.0,0.9875
SVM,49===33,0.25,1.0,1.0,1.0
RF,49===33,0.25,1.0,1.0,1.0
LogReg,49===13,0.25,0.9113924050632911,0.9746835443037974,1.0
LSVM,49===13,0.25,0.9113924050632911,0.9240506329113924,1.0
SVM,49===13,0.25,0.9367088607594937,0.9620253164556962,1.0
RF,49===13,0.25,0.9620253164556962,1.0,1.0
